movie,year,indications,win
Lady of Burlesque,1944.0,1,0
Lady of the Tropics,1940.0,1,0
Lady on a Train,1946.0,1,0
Lagaan,2002.0,1,0
"Lambert, the Sheepish Lion",1952.0,1,0
Land of My Mother,1944.0,1,0
Lone Star,1997.0,1,0
Land of Promise,1976.0,1,0
Language Says It All,1988.0,1,0
Lars and the Real Girl,2008.0,1,0
Las Madres--The Mothers of Plaza de Mayo,1986.0,1,0
Las Vegas Nights,1942.0,1,0
Lassie Come Home,1944.0,1,0
Last Breeze of Summer,1992.0,1,0
Last Day of Freedom,2016.0,1,0
Last Days in Vietnam,2015.0,1,0
Last Summer,1970.0,1,0
Last Year at Marienbad,1963.0,1,0
Laughter,1932.0,1,0
La Salla,1997.0,1,0
La Maison en Petits Cubes,2009.0,1,1
La Luna,2012.0,1,0
La Guerre Est Finie,1968.0,1,0
Kleingeld (Small Change),2000.0,1,0
Klondike Fury,1943.0,1,0
Knickerbocker Holiday,1945.0,1,0
Knife in the Water,1964.0,1,0
Knighty Knight Bugs,1959.0,1,1
Knock on Wood,1955.0,1,0
Kokoda Front Line!,1943.0,1,1
Kolya,1997.0,1,1
Kon-Tiki,1952.0,1,1
Kon-Tiki,2013.0,1,0
Koryo Celadon,1980.0,1,0
"Krakatoa, East of Java",1970.0,1,0
Krakatoa,1934.0,1,1
Kudzu,1977.0,1,0
Kung Fu Panda 2,2012.0,1,0
Kung Fu Panda,2009.0,1,0
Kwaidan,1966.0,1,0
L'Invitation,1974.0,1,0
L'Uomo in Grigio (The Man in Gray),1962.0,1,0
La Carte Postale (The Postcard),1999.0,1,0
La Corona (The Crown),2008.0,1,0
La Cucaracha,1935.0,1,1
La Femme et le TGV,2017.0,1,0
La Fiesta de Santa Barbara,1937.0,1,0
La Grande Olimpiade (Olympic Games 1960),1962.0,1,0
Lavatory - Lovestory,2009.0,1,0
Le Bal,1984.0,1,0
Le Ciel et la Boue (Sky Above and Mud Beneath),1962.0,1,1
Little Belgium,1943.0,1,0
Life Times Nine,1974.0,1,0
Life at the Zoo,1947.0,1,0
Life of a Thoroughbred,1942.0,1,0
Life with Feathers,1946.0,1,0
"Life, Animated",2017.0,1,0
Life,2000.0,1,0
Lifted,2007.0,1,0
Light in the Window: The Art of Vermeer,1953.0,1,1
Lillian Russell,1941.0,1,0
Lilo & Stitch,2003.0,1,0
Limelight,1973.0,1,1
Listen to Britain,1943.0,1,0
Little Big Man,1971.0,1,0
Le Maillon et la Chaine (The Link and the Chain),1964.0,1,0
Little Caesar,1932.0,1,0
Little Fugitive,1954.0,1,0
Little Isles of Freedom,1943.0,1,0
Little Johnny Jet,1953.0,1,0
Little Surprises,1996.0,1,0
Little Terrorist,2005.0,1,0
Little Voice,1999.0,1,0
Live and Let Die,1974.0,1,0
Live for Life,1968.0,1,0
Logorama,2010.0,1,1
Lolita,1963.0,1,0
London Can Take It,1941.0,1,0
Life Line,1944.0,1,0
Lies My Father Told Me,1976.0,1,0
Lieberman in Love,1996.0,1,1
Let's Make Love,1961.0,1,0
Le Mozart des Pickpockets (The Mozart of Pickpockets),2008.0,1,1
Le Plaisir,1955.0,1,0
Le Volcan Interdit (The Forbidden Volcano),1967.0,1,0
Legacy,2001.0,1,0
Legend,1987.0,1,0
Leisure,1977.0,1,1
Lend a Paw,1942.0,1,1
Lenny Bruce: Swear to Tell the Truth,1999.0,1,0
Leo Beuerman,1970.0,1,0
Let It Be,1971.0,1,1
Let My People Go,1966.0,1,0
Let's Get Lost,1989.0,1,0
Let's Pollute,2011.0,1,0
Library of Congress,1946.0,1,0
Lethal Weapon 2,1990.0,1,0
Lethal Weapon,1988.0,1,0
Letter from Home,1942.0,1,0
Letter from Livingston,1944.0,1,0
Letter to a Hero,1944.0,1,0
Letters from Marusia,1976.0,1,0
Leviathan,2015.0,1,0
Li'l Abner,1960.0,1,0
Libel!,1960.0,1,0
Libeled Lady,1937.0,1,0
Liberators: Fighting on Two Fronts in World War II,1993.0,1,0
Éramos Pocos (One Too Many),2007.0,1,0
